healpix,GGDrlen,GGDalpha,GGDbeta
10692,3412.96381184952,1.45332912299756,1.70623058272902
10693,2691.45570055586,1.29291175256403,1.81768185411673
10694,3642.48197170818,1.44700882672884,1.38920258863775
10695,4732.40960884737,1.67620631277041,1.24305508167173
10696,2221.68172634885,1.13423605617725,1.50586882257467
10697,3653.65276261404,1.41491520111001,1.2023664992253
10698,5429.24509062808,1.76866179215841,0.79010783760559
10699,5750.75320261445,1.85749272881705,0.737996667410673
10700,5540.13638036565,1.81930938301252,0.94704021829689
10701,6204.95133378613,1.99878978567231,0.888826875745128
10702,5941.05327526777,1.89222596579252,0.737822521435647
10703,6602.79032774556,2.06557288661416,0.716867686149013
10704,4449.17502192806,1.68358056580381,1.50640757555316
10705,7117.07402330148,2.5676514533015,1.22554016557976
10706,5812.67771435263,1.98213377576067,1.07438910511996
10707,6915.4526924005,2.35274594572033,1.09629178042988
10708,7615.74767626311,2.86668852064692,1.44910100379929
10709,8092.15049692273,3.51921853244084,1.59329737736962
10710,7949.16459470058,2.99757087577453,1.28627036417445
10711,8204.1006592503,3.47907636275313,1.54114895947931
10712,6450.00555807361,2.0296501535059,0.965752138780635
10713,8251.3404054242,2.93988389824216,0.765646819264049
10714,8025.62689049097,2.69965004065055,0.594776963043478
10715,7856.97907488012,2.60983256033065,0.659022398352969
10716,6753.76979986527,2.18835006139069,1.2178173101291
10717,8316.33832017175,3.16726062125743,1.10741616973842
10718,7830.89105076834,2.50449137659791,0.817194280769018
10719,7160.70373553753,2.24156419200961,0.992825282518291
10720,6900.33884530291,2.12640792670425,0.562814129909007
10721,7382.58022014009,2.26282841451602,0.550253362378411
10722,6929.48962638217,2.06632813948799,0.506921209507933
10723,7265.11755565238,2.14331308441666,0.517830632278466
10724,7511.46843421797,2.33870244487618,0.545190680253452
10725,7957.48825518709,2.5640231721671,0.510824953015255
10726,6667.84667722246,1.93810404439447,0.601448794678493
10727,6552.59645331462,1.97708631580078,0.554443379307199
10728,6185.06852892943,1.77432344696549,0.547148133540293
10729,7461.71883998108,2.20805687747705,0.436986744727679
10730,5986.5859427017,1.70404720736293,0.5085805764582
10731,6070.78106737415,1.71352935554505,0.521748446524154
10732,6247.14427909816,1.77822678709795,0.593311641564519
10733,7038.77574113835,2.11905509572025,0.449085988846236
10734,6903.9669026026,1.97860037825352,0.445885919846436
10735,6545.48095985652,1.84201777260541,0.506683223493859
10736,7770.00810796328,2.53616767190607,0.52903508592983
10737,8121.81622172195,2.67977026428388,0.54064049685599
10738,8197.03668455265,2.82098470395938,0.389736640732716
10739,7602.82496982831,2.41582968420595,0.45081662665974
10740,8649.06020702245,2.99069304721538,0.549113136582339
10741,8152.318118824,2.65575338102041,0.616283719244035
10742,6672.94294008345,1.96464058091287,0.525017574058
